bestbuy_sku,bb_name,bb_model,bb_upc,bb_regular_price,bb_sale_price,bb_on_sale,bb_dollar_savings,bb_percent_savings,bb_price_updated,bb_url
6635429,"TCL - 75"" Class QM9K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",75QM9K,846042043847,3499.99,1799.99,True,1700.0,48.57,2026-04-20T19:00:30,https://api.bestbuy.com/click/-/6635429/pdp
6617395,Samsung - 85” Class Q8F Series QLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN85Q8FAAFXZA,887276999197,1699.99,1499.99,True,200.0,11.76,2026-04-20T00:04:44,https://api.bestbuy.com/click/-/6617395/pdp
6635427,"TCL - 98"" Class QM9K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)",98QM9K,846042043823,5999.99,3999.99,True,2000.0,33.33,2026-04-13T00:05:52,https://api.bestbuy.com/click/-/6635427/pdp
6621808,"LG - 55"" Class 85A Series QNED evo AI MiniLED 4K UHD Smart  webOS TV (2025)",55QNED85AUA,195174102626,799.99,699.99,True,100.0,12.5,2026-04-13T00:05:24,https://api.bestbuy.com/click/-/6621808/pdp
6625616,"Roku - 55"" Class Pro Series 4K QLED Mini-LED Smart RokuTV (2025)",55R8C5,829610008042,899.99,699.99,True,200.0,22.22,2026-04-06T01:01:19,https://api.bestbuy.com/click/-/6625616/pdp
6635801,"Hisense - 98"" Class QD5 Series Hi-QLED 4K UHD Smart Google TV (2025)",98QD5QG,888143023847,2299.99,999.99,True,1300.0,56.52,2026-04-20T19:00:25,https://api.bestbuy.com/click/-/6635801/pdp
6640550,"Samsung - 58"" Class U7900 Series UHD 4K Smart Tizen TV (2025)",UN58U7900FFXZA,887276951867,429.99,299.99,True,130.0,30.23,2026-02-23T10:20:14,https://api.bestbuy.com/click/-/6640550/pdp
6620648,Samsung - 75” Class Q8F Series QLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN75Q8FAAFXZA,887276999173,1099.99,999.99,True,100.0,9.09,2026-03-31T00:02:47,https://api.bestbuy.com/click/-/6620648/pdp
6639212,"Samsung - 70"" Class U7900 Series UHD 4K Smart Tizen TV (2025)",UN70U7900FFXZA,887276951881,569.99,399.99,True,170.0,29.83,2026-02-23T10:20:14,https://api.bestbuy.com/click/-/6639212/pdp
6617419,Samsung - 50” Class Q8F Series QLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN50Q8FAAFXZA,887276990903,599.99,479.99,True,120.0,20.0,2026-04-13T00:04:56,https://api.bestbuy.com/click/-/6617419/pdp
6617418,Samsung - 32” Class Q8F Series QLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN32Q8FAAFXZA,887276990941,499.99,369.99,True,130.0,26.0,2026-04-13T00:04:47,https://api.bestbuy.com/click/-/6617418/pdp
6621826,"LG - 65"" Class 85A Series QNED evo AI MiniLED 4K UHD Smart  webOS TV (2025)",65QNED85AUA,195174102640,1199.99,749.99,True,450.0,37.5,2026-04-12T00:03:00,https://api.bestbuy.com/click/-/6621826/pdp
6617398,Samsung - 65” Class Q8F Series QLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN65Q8FAAFXZA,887276999210,899.99,599.99,True,300.0,33.33,2026-04-13T00:04:46,https://api.bestbuy.com/click/-/6617398/pdp
6617420,Samsung - 43” Class Q8F Series QLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN43Q8FAAFXZA,887276990880,549.99,399.99,True,150.0,27.27,2026-04-13T00:04:46,https://api.bestbuy.com/click/-/6617420/pdp
6621816,"LG - 75"" Class 85A Series QNED evo AI MiniLED 4K UHD Smart webOS TV (2025)",75QNED85AUA,195174103876,1599.99,899.99,True,700.0,43.75,2026-04-20T00:05:07,https://api.bestbuy.com/click/-/6621816/pdp
6639217,"Samsung - 43"" Class U7900 Series UHD 4K Smart Tizen TV (2025)",UN43U7900FFXZA,887276951973,259.99,249.99,True,10.0,3.85,2026-04-06T00:06:35,https://api.bestbuy.com/click/-/6639217/pdp
6639197,"Samsung - 75"" Class U7900 Series UHD 4K Smart Tizen TV (2025)",UN75U7900FFXZA,887276951904,649.99,449.99,True,200.0,30.77,2026-04-20T12:22:12,https://api.bestbuy.com/click/-/6639197/pdp
6639210,"Samsung - 65"" Class U7900 Series UHD 4K Smart Tizen TV (2025)",UN65U7900FFXZA,887276951874,469.99,329.99,True,140.0,29.79,2026-04-20T09:37:14,https://api.bestbuy.com/click/-/6639210/pdp
6632331,"Samsung - 55"" Class U7900 Series UHD 4K Smart Tizen TV (2025)",UN55U7900FFXZA,887276951843,379.99,249.99,True,130.0,34.21,2026-04-03T00:03:13,https://api.bestbuy.com/click/-/6632331/pdp
6673142,"LG - 77"" Class C6H Series OLED evo AI 4K Smart webOS TV with Hyper Radiant Color Tech (2026)",OLED77C6HUP,195174137468,3699.99,3699.99,False,0.0,0.0,2026-03-04T00:00:26,https://api.bestbuy.com/click/-/6673142/pdp
6614340,Samsung - 85” Class QN70F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN85QN70FAFXZA,887276929835,1799.99,1599.99,True,200.0,11.11,2026-03-23T00:04:40,https://api.bestbuy.com/click/-/6614340/pdp
6639193,"Samsung - 85"" Class U7900 Series UHD 4K Smart Tizen TV (2025)",UN85U7900FFXZA,887276951997,899.99,699.99,True,200.0,22.22,2026-03-16T00:06:56,https://api.bestbuy.com/click/-/6639193/pdp
6614341,Samsung - 55” Class QN70F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN55QN70FAFXZA,887276929705,799.99,649.99,True,150.0,18.75,2026-04-23T00:03:16,https://api.bestbuy.com/click/-/6614341/pdp
